numero,nome,slug,apelido,aliases,tipo,categoria,faixa_etaria,papel,descricao_curta,asset_futuro,status_imagem,tags,variacoes_planejadas,assets_variacoes_futuras,padrao_visual_avatar,status_variacoes,uid,numero_legacy,card_code,uids_variacoes,card_codes_variacoes,tipo_personagem,classificacao_principal,subcategoria,fase_vida,geracao,geracao_calculada_pelo_usuario,regiao,uf,familia_uid,origens_culturais,comunidades,profissoes,folclore,status_pesquisa
116,Sofia das Moedas,sofia-das-moedas,Sofia,Sofia das Moedas|Sofia|sofia das moedas,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/116-sofia-das-moedas.png,pendente,escola|crianca|vila_pig,,,,,VIL-116,116,CR-116-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
117,Theo do Cofrinho,theo-do-cofrinho,Theo,Theo do Cofrinho|Theo|theo do cofrinho,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/117-theo-do-cofrinho.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-117,117,CR-117-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
118,Mirela da Meta,mirela-da-meta,Mirela,Mirela da Meta|Mirela|mirela da meta,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/118-mirela-da-meta.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-118,118,CR-118-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
119,Vivi do Sonho,vivi-do-sonho,Vivi,Vivi do Sonho|Vivi|vivi do sonho,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/119-vivi-do-sonho.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-119,119,CR-119-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
120,Otavio da Planilha,otavio-da-planilha,Otavio,Otavio da Planilha|Otavio|otavio da planilha,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/120-otavio-da-planilha.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-120,120,CR-120-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
121,Celina do Diario,celina-do-diario,Celina,Celina do Diario|Celina|celina do diario,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/121-celina-do-diario.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-121,121,CR-121-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
122,Lara da Mesada,lara-da-mesada,Lara,Lara da Mesada|Lara|lara da mesada,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/122-lara-da-mesada.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-122,122,CR-122-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
123,Hugo do Porquinho,hugo-do-porquinho,Hugo,Hugo do Porquinho|Hugo|hugo do porquinho,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/123-hugo-do-porquinho.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-123,123,CR-123-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
124,Renata do Planejamento,renata-do-planejamento,Renata,Renata do Planejamento|Renata|renata do planejamento,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/124-renata-do-planejamento.png,pendente,escola|crianca|vila_pig,,,,,VIL-124,124,CR-124-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
125,Dona Noemia da Igreja,dona-noemia-da-igreja,Dona,Dona Noemia da Igreja|Dona|dona noemia da igreja,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/125-dona-noemia-da-igreja.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-125,125,CR-125-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
126,Seu Abel da Praca,seu-abel-da-praca,Seu,Seu Abel da Praca|Seu|seu abel da praca,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/126-seu-abel-da-praca.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-126,126,CR-126-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
127,Luzia da Rua Alta,luzia-da-rua-alta,Luzia,Luzia da Rua Alta|Luzia|luzia da rua alta,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/127-luzia-da-rua-alta.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-127,127,CR-127-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
128,Marquinhos do Bairro,marquinhos-do-bairro,Marquinhos,Marquinhos do Bairro|Marquinhos|marquinhos do bairro,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/128-marquinhos-do-bairro.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-128,128,CR-128-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
129,Dalva do Quintal,dalva-do-quintal,Dalva,Dalva do Quintal|Dalva|dalva do quintal,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/129-dalva-do-quintal.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-129,129,CR-129-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
130,Rute do Interior,rute-do-interior,Rute,Rute do Interior|Rute|rute do interior,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/130-rute-do-interior.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-130,130,CR-130-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
131,Elias da Cidade Grande,elias-da-cidade-grande,Elias,Elias da Cidade Grande|Elias|elias da cidade grande,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/131-elias-da-cidade-grande.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-131,131,CR-131-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
132,Fatima da Rodoviaria,fatima-da-rodoviaria,Fatima,Fatima da Rodoviaria|Fatima|fatima da rodoviaria,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/132-fatima-da-rodoviaria.png,pendente,escola|crianca|vila_pig,,,,,VIL-132,132,CR-132-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
133,Cacau do Mercadinho,cacau-do-mercadinho,Cacau,Cacau do Mercadinho|Cacau|cacau do mercadinho,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/133-cacau-do-mercadinho.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-133,133,CR-133-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
134,Toni da Farmacia,toni-da-farmacia,Toni,Toni da Farmacia|Toni|toni da farmacia,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/134-toni-da-farmacia.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-134,134,CR-134-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
135,Mel da Lanchonete,mel-da-lanchonete,Mel,Mel da Lanchonete|Mel|mel da lanchonete,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/135-mel-da-lanchonete.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-135,135,CR-135-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
136,Dona Ivone da Padaria,dona-ivone-da-padaria,Dona,Dona Ivone da Padaria|Dona|dona ivone da padaria,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/136-dona-ivone-da-padaria.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-136,136,CR-136-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
137,Seu Pedro da Feira,seu-pedro-da-feira,Seu,Seu Pedro da Feira|Seu|seu pedro da feira,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/137-seu-pedro-da-feira.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-137,137,CR-137-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
138,Sil da Loja,sil-da-loja,Sil,Sil da Loja|Sil|sil da loja,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/138-sil-da-loja.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-138,138,CR-138-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
139,Marina Caixa,marina-caixa,Marina,Marina Caixa|Marina|marina caixa,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/139-marina-caixa.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-139,139,CR-139-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
140,Val do Restaurante,val-do-restaurante,Val,Val do Restaurante|Val|val do restaurante,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/140-val-do-restaurante.png,pendente,escola|crianca|vila_pig,,,,,VIL-140,140,CR-140-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
141,Guga Garcom,guga-garcom,Guga,Guga Garcom|Guga|guga garcom,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/141-guga-garcom.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-141,141,CR-141-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
142,Mara Atendente,mara-atendente,Mara,Mara Atendente|Mara|mara atendente,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/142-mara-atendente.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-142,142,CR-142-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
143,Nelson Cliente,nelson-cliente,Nelson,Nelson Cliente|Nelson|nelson cliente,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/143-nelson-cliente.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-143,143,CR-143-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
144,Joana da Mercearia,joana-da-mercearia,Joana,Joana da Mercearia|Joana|joana da mercearia,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/144-joana-da-mercearia.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-144,144,CR-144-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
145,Sandro da Bodega,sandro-da-bodega,Sandro,Sandro da Bodega|Sandro|sandro da bodega,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/145-sandro-da-bodega.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-145,145,CR-145-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
146,Dona Olga da Banquinha,dona-olga-da-banquinha,Dona,Dona Olga da Banquinha|Dona|dona olga da banquinha,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/146-dona-olga-da-banquinha.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-146,146,CR-146-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
147,Seu Getulio do Armazem,seu-getulio-do-armazem,Seu,Seu Getulio do Armazem|Seu|seu getulio do armazem,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/147-seu-getulio-do-armazem.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-147,147,CR-147-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
148,Lourenco do Frango,lourenco-do-frango,Lourenco,Lourenco do Frango|Lourenco|lourenco do frango,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/148-lourenco-do-frango.png,pendente,escola|crianca|vila_pig,,,,,VIL-148,148,CR-148-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
149,Berenice da Doceria,berenice-da-doceria,Berenice,Berenice da Doceria|Berenice|berenice da doceria,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/149-berenice-da-doceria.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-149,149,CR-149-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
150,Aline do Brecho,aline-do-brecho,Aline,Aline do Brecho|Aline|aline do brecho,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/150-aline-do-brecho.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-150,150,CR-150-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
151,Vitor da Papelaria,vitor-da-papelaria,Vitor,Vitor da Papelaria|Vitor|vitor da papelaria,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/151-vitor-da-papelaria.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-151,151,CR-151-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
152,Paty da Cantina,paty-da-cantina,Paty,Paty da Cantina|Paty|paty da cantina,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/152-paty-da-cantina.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-152,152,CR-152-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
153,Ruan da Escola,ruan-da-escola,Ruan,Ruan da Escola|Ruan|ruan da escola,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/153-ruan-da-escola.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-153,153,CR-153-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
154,Kelly da Turma,kelly-da-turma,Kelly,Kelly da Turma|Kelly|kelly da turma,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/154-kelly-da-turma.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-154,154,CR-154-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
155,Neto do Gremio,neto-do-gremio,Neto,Neto do Gremio|Neto|neto do gremio,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/155-neto-do-gremio.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-155,155,CR-155-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
156,Duda da Sala,duda-da-sala,Duda,Duda da Sala|Duda|duda da sala,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/156-duda-da-sala.png,pendente,escola|crianca|vila_pig,,,,,VIL-156,156,CR-156-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
157,Livia da Leitura,livia-da-leitura,Livia,Livia da Leitura|Livia|livia da leitura,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/157-livia-da-leitura.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-157,157,CR-157-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
158,Miguel da Conta,miguel-da-conta,Miguel,Miguel da Conta|Miguel|miguel da conta,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/158-miguel-da-conta.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-158,158,CR-158-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
159,Carol da Tabuada,carol-da-tabuada,Carol,Carol da Tabuada|Carol|carol da tabuada,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/159-carol-da-tabuada.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-159,159,CR-159-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
160,Breno da Corrida,breno-da-corrida,Breno,Breno da Corrida|Breno|breno da corrida,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/160-breno-da-corrida.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-160,160,CR-160-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
161,Jade da Feira de Ciencias,jade-da-feira-de-ciencias,Jade,Jade da Feira de Ciencias|Jade|jade da feira de ciencias,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/161-jade-da-feira-de-ciencias.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-161,161,CR-161-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
162,Amanda da Familia,amanda-da-familia,Amanda,Amanda da Familia|Amanda|amanda da familia,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/162-amanda-da-familia.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-162,162,CR-162-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
163,Ricardo Responsavel,ricardo-responsavel,Ricardo,Ricardo Responsavel|Ricardo|ricardo responsavel,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/163-ricardo-responsavel.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-163,163,CR-163-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
164,Sueli Cuidadora,sueli-cuidadora,Sueli,Sueli Cuidadora|Sueli|sueli cuidadora,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/164-sueli-cuidadora.png,pendente,escola|crianca|vila_pig,,,,,VIL-164,164,CR-164-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
165,Tadeu Cuidador,tadeu-cuidador,Tadeu,Tadeu Cuidador|Tadeu|tadeu cuidador,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/165-tadeu-cuidador.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-165,165,CR-165-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
166,Branca Madrinha,branca-madrinha,Branca,Branca Madrinha|Branca|branca madrinha,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/166-branca-madrinha.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-166,166,CR-166-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
167,Cesar Padrinho,cesar-padrinho,Cesar,Cesar Padrinho|Cesar|cesar padrinho,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/167-cesar-padrinho.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-167,167,CR-167-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
168,Marcia Tia de Fora,marcia-tia-de-fora,Marcia,Marcia Tia de Fora|Marcia|marcia tia de fora,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/168-marcia-tia-de-fora.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-168,168,CR-168-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
169,Ivan Primo Visitante,ivan-primo-visitante,Ivan,Ivan Primo Visitante|Ivan|ivan primo visitante,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/169-ivan-primo-visitante.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-169,169,CR-169-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
170,Helio Vizinho,helio-vizinho,Helio,Helio Vizinho|Helio|helio vizinho,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/170-helio-vizinho.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-170,170,CR-170-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
171,Geisa Vizinha,geisa-vizinha,Geisa,Geisa Vizinha|Geisa|geisa vizinha,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/171-geisa-vizinha.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-171,171,CR-171-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
172,Pietra da Rua,pietra-da-rua,Pietra,Pietra da Rua|Pietra|pietra da rua,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/172-pietra-da-rua.png,pendente,escola|crianca|vila_pig,,,,,VIL-172,172,CR-172-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
173,Yan do Condominio,yan-do-condominio,Yan,Yan do Condominio|Yan|yan do condominio,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/173-yan-do-condominio.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-173,173,CR-173-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
174,Dona Marlene Sindica,dona-marlene-sindica,Dona,Dona Marlene Sindica|Dona|dona marlene sindica,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/174-dona-marlene-sindica.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-174,174,CR-174-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
175,Seu Arlindo Zelador,seu-arlindo-zelador,Seu,Seu Arlindo Zelador|Seu|seu arlindo zelador,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/175-seu-arlindo-zelador.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-175,175,CR-175-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
176,Catarina do Predio,catarina-do-predio,Catarina,Catarina do Predio|Catarina|catarina do predio,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/176-catarina-do-predio.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-176,176,CR-176-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
177,Roni da Casa Nova,roni-da-casa-nova,Roni,Roni da Casa Nova|Roni|roni da casa nova,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/177-roni-da-casa-nova.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-177,177,CR-177-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
178,Familia Batista,familia-batista,Familia,Familia Batista|Familia|familia batista,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/178-familia-batista.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-178,178,CR-178-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
179,Familia Santana,familia-santana,Familia,Familia Santana|Familia|familia santana,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/179-familia-santana.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-179,179,CR-179-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
